Date,ID,Did you train today?,Session Type,Duration (min),RPE,Training Load (AU),Daily Training Load Total,Acute Load,Chronic Load,A:C Ratio
12/14/2017,MW,Yes,Skills,90,5,450,,,,
12/14/2017,MW,Yes,Strength,80,4,320,,,,
12/13/2017,HO,Yes,Mobility/Recovery,30,0,0,180,474.3,362.93,1.31
12/13/2017,HO,Yes,Strength,60,3,180,,,,
12/13/2017,HO,Yes,Mobility/Recovery,30,0,0,,,,
12/13/2017,RE,Yes,Strength,75,3,225,285,452.6,499.71,0.91
12/13/2017,RE,Yes,Mobility/Recovery,60,1,60,,,,
12/13/2017,NA,Yes,Mobility/Recovery,30,1,30,330,475.7,289.68,1.64
12/13/2017,NA,Yes,Strength,60,5,300,,,,
12/13/2017,AA,Yes,Mobility/Recovery,15,1,15,150,272.1,190.54,1.43
12/13/2017,AA,Yes,Strength,45,3,135,,,,
12/13/2017,ID,Yes,Mobility/Recovery,30,1,30,255,372.9,290.89,1.28
12/13/2017,ID,Yes,Strength,45,5,225,,,,
12/13/2017,NR,Yes,Mobility/Recovery,30,2,60,285,333.6,345.32,0.97
12/13/2017,NR,Yes,Strength,45,5,225,,,,
12/13/2017,MW,Yes,Mobility/Recovery,30,0.5,15,105,386.4,311.11,1.24
12/13/2017,MW,Yes,Strength,30,3,90,,,,
12/13/2017,LH,Yes,Mobility/Recovery,25,3,75,345,560.7,389.04,1.44
12/13/2017,LH,Yes,Strength,45,6,270,,,,
12/13/2017,TN,Yes,Mobility/Recovery,30,2,60,360,465,385.71,1.21
12/13/2017,TN,Yes,Strength,60,5,300,,,,
12/13/2017,NA,Yes,Mobility/Recovery,30,0.5,15,15,350.7,406.61,0.86
12/13/2017,AN,Yes,Strength,60,3,180,210,473.6,361.89,1.31
12/13/2017,AN,Yes,Mobility/Recovery,30,1,30,,,,
12/13/2017,NL,Yes,Mobility/Recovery,60,0.5,30,30,272.9,247.04,1.1
12/13/2017,NE,Yes,Mobility/Recovery,30,1,30,120,385.7,259.89,1.48
12/13/2017,NE,Yes,Strength,45,2,90,,,,
12/13/2017,NA,Yes,Conditioning,60,7,420,780,428.6,277.89,1.54
12/13/2017,NA,Yes,Conditioning,60,6,360,,,,
12/13/2017,TS,Yes,Mobility/Recovery,30,2,60,210,30,167.5,0.18
12/13/2017,TS,Yes,Strength,50,3,150,,,,
12/13/2017,ES,Yes,Strength,105,4,420,510,411.4,258.36,1.59
12/13/2017,ES,Yes,Skills,30,3,90,,,,
12/12/2017,RE,Yes,Strength,60,3,180,678,596.1,523.29,1.14
12/12/2017,RE,Yes,Skills,60,1,60,,,,
12/12/2017,RE,Yes,Conditioning,42,9,378,,,,
12/12/2017,RE,Yes,Mobility/Recovery,30,2,60,,,,
12/12/2017,MW,Yes,Skills,60,8,480,900,452.9,330.39,1.37
12/12/2017,MW,Yes,Skills,60,7,420,,,,
12/12/2017,HO,Yes,Conditioning,60,8,480,1020,538.6,394.54,1.37
12/12/2017,HO,Yes,Conditioning,60,9,540,,,,
12/12/2017,TN,Yes,Conditioning,60,7,420,735,503.6,401.79,1.25
12/12/2017,TN,Yes,Conditioning,45,7,315,,,,
12/12/2017,LH,Yes,Conditioning,75,8,600,1125,588.6,420.46,1.4
12/12/2017,LH,Yes,Conditioning,75,7,525,,,,
12/12/2017,ID,Yes,Skills,30,6,180,960,398.6,307.5,1.3
12/12/2017,ID,Yes,Conditioning,60,8,480,,,,
12/12/2017,ID,Yes,Conditioning,50,6,300,,,,
12/12/2017,NL,Yes,Skills,70,7,490,940,337.1,270.61,1.25
12/12/2017,NL,Yes,Skills,50,9,450,,,,
12/12/2017,AN,Yes,Skills,90,9,810,1350,503.6,377.96,1.33
12/12/2017,AN,Yes,Skills,60,9,540,,,,
12/12/2017,IP,Yes,Conditioning,90,6,540,540,353.6,239.46,1.48
12/12/2017,NE,Yes,Conditioning,90,7,630,630,450,278.64,1.61
12/12/2017,NR,Yes,Conditioning,30,7,210,210,369.3,368,1
12/12/2017,NA,Yes,Strength,150,6,900,980,540,426.96,1.26
12/12/2017,NA,Yes,Skills,40,2,80,,,,
12/12/2017,ES,Yes,Conditioning,60,5,300,300,338.6,269.07,1.26
12/12/2017,ES,Yes,Mobility/Recovery,20,0,0,,,,
12/11/2017,ES,Yes,Speed,45,3,135,855,295.7,289.43,1.02
12/11/2017,ES,Yes,Strength,120,6,720,,,,
12/11/2017,HO,Yes,Speed,60,5,300,1020,412.1,362.93,1.14
12/11/2017,HO,Yes,Skills,90,3,270,,,,
12/11/2017,HO,Yes,Strength,90,5,450,,,,
12/11/2017,HO,Yes,Mobility/Recovery,20,0,0,,,,
12/11/2017,RE,Yes,Speed,45,3,135,975,572.1,499.07,1.15
12/11/2017,RE,Yes,Skills,90,2,180,,,,
12/11/2017,RE,Yes,Strength,120,5,600,,,,
12/11/2017,RE,Yes,Mobility/Recovery,60,1,60,,,,
12/11/2017,TM,Yes,Conditioning,30,5,150,660,259.3,224.29,1.16
12/11/2017,TM,Yes,Strength,90,5,450,,,,
12/11/2017,TM,Yes,Speed,20,3,60,,,,
12/11/2017,MW,Yes,Speed,45,2,90,720,347.9,298.25,1.17
12/11/2017,MW,Yes,Skills,90,3,270,,,,
12/11/2017,MW,Yes,Strength,90,4,360,,,,
12/11/2017,LH,Yes,Speed,45,4,180,915,462.1,391.54,1.18
12/11/2017,LH,Yes,Skills,90,3,270,,,,
12/11/2017,LH,Yes,Strength,90,4,360,,,,
12/11/2017,LH,Yes,Mobility/Recovery,35,3,105,,,,
12/11/2017,NA,Yes,Skills,90,4,360,915,434.3,285.04,1.52
12/11/2017,NA,Yes,Speed,45,4,180,,,,
12/11/2017,NA,Yes,Strength,60,5,300,,,,
12/11/2017,NA,Yes,Combat,15,5,75,,,,
12/11/2017,TN,Yes,Speed,45,5,225,1035,432.9,385.71,1.12
12/11/2017,TN,Yes,Skills,90,4,360,,,,
12/11/2017,TN,Yes,Strength,90,5,450,,,,
12/11/2017,AN,Yes,Speed,45,3,135,765,338.6,337.25,1
12/11/2017,AN,Yes,Skills,90,3,270,,,,
12/11/2017,AN,Yes,Strength,90,4,360,,,,
12/11/2017,IP,Yes,Strength,90,5,450,450,297.9,220.18,1.35
12/11/2017,NE,Yes,Speed,45,3,135,815,383.6,264.18,1.45
12/11/2017,NE,Yes,Skills,90,2,180,,,,
12/11/2017,NE,Yes,Strength,100,5,500,,,,
12/11/2017,NA,Yes,Conditioning,60,0.5,30,530,404.3,391.96,1.03
12/11/2017,NA,Yes,Strength,100,5,500,,,,
12/11/2017,ID,Yes,Speed,60,5,300,870,289.3,286.07,1.01
12/11/2017,ID,Yes,Skills,90,3,270,,,,
12/11/2017,ID,Yes,Strength,75,4,300,,,,
12/11/2017,NR,Yes,Speed,45,4,180,1000,382.1,371.57,1.03
12/11/2017,NR,Yes,Skills,90,3,270,,,,
12/11/2017,NR,Yes,Mobility/Recovery,110,5,550,,,,
12/11/2017,NL,Yes,Speed,40,3,120,460,230,238.11,0.97
12/11/2017,NL,Yes,Skills,80,2,160,,,,
12/11/2017,NL,Yes,Strength,60,3,180,,,,
12/11/2017,AA,Yes,Speed,45,3,135,675,315,212.5,1.48
12/11/2017,AA,Yes,Skills,90,3,270,,,,
12/11/2017,AA,Yes,Strength,45,5,225,,,,
12/11/2017,AA,Yes,Combat,15,3,45,,,,
12/10/2017,TM,No,,,,,,255,220,1.16
12/10/2017,LH,No,,,,,,331.4,385.64,0.86
12/10/2017,HO,Yes,Mobility/Recovery,30,0,0,0,266.4,348.29,0.76
12/10/2017,ES,No,,,,,,173.6,294.43,0.59
12/10/2017,NA,No,,,,,,303.6,285.57,1.06
12/10/2017,AN,No,,,,,,229.3,345.29,0.66
12/10/2017,TN,No,,,,,,285,376.61,0.76
12/10/2017,NL,No,,,,,,164.3,250.96,0.65
12/10/2017,NR,No,,,,,,239.3,370.14,0.65
12/10/2017,NA,No,,,,,,447.9,384.11,1.17
12/10/2017,RE,No,,,,,,525,509.79,1.03
12/10/2017,TS,No,,,,,,142.9,222.14,0.64
12/10/2017,AA,No,,,,,,218.6,205.54,1.06
12/10/2017,ES,No,,,,,,173.6,294.43,0.59
12/9/2017,HO,Yes,Mobility/Recovery,30,0,0,0,266.4,386.86,0.69
12/9/2017,ID,No,,,,,,165,324.29,0.51
12/9/2017,AN,No,,,,,,229.3,382.79,0.6
12/9/2017,NA,No,,,,,,303.6,315.93,0.96
12/9/2017,TN,No,,,,,,285,411.96,0.69
12/9/2017,NR,No,,,,,,239.3,404.07,0.59
12/9/2017,RE,No,,,,,,670.7,546.75,1.23
12/9/2017,TM,No,,,,,,336.4,241.43,1.39
12/9/2017,LH,No,,,,,,331.4,422.79,0.78
12/9/2017,ES,Yes,Strength,120,5,600,930,173.6,294.43,0.59
12/9/2017,ES,Yes,Conditioning,60,5,300,,,,
12/9/2017,ES,Yes,Mobility/Recovery,30,1,30,,,,
12/8/2017,AA,Yes,Speed,45,4,180,1080,218.6,234.46,0.93
12/8/2017,AA,Yes,Skills,90,5,450,,,,
12/8/2017,AA,Yes,Strength,90,5,450,,,,
12/8/2017,HO,Yes,Speed,60,5,300,1100,266.4,387.29,0.69
12/8/2017,HO,Yes,Skills,90,5,450,,,,
12/8/2017,HO,Yes,Strength,70,5,350,,,,
12/8/2017,MW,Yes,Speed,30,3,90,980,245,338.25,0.72
12/8/2017,MW,Yes,Skills,100,4,400,,,,
12/8/2017,MW,Yes,Strength,70,7,490,,,,
12/8/2017,NA,Yes,Speed,45,5,225,1305,303.6,315.93,0.96
12/8/2017,NA,Yes,Skills,90,6,540,,,,
12/8/2017,NA,Yes,Strength,90,6,540,,,,
12/8/2017,TM,Yes,Skills,30,1,30,570,336.4,241.43,1.39
12/8/2017,TM,Yes,Strength,90,6,540,,,,
12/8/2017,TN,Yes,Speed,45,5,225,1125,285,411.96,0.69
12/8/2017,TN,Yes,Skills,90,5,450,,,,
12/8/2017,TN,Yes,Strength,90,5,450,,,,
12/8/2017,LH,Yes,Speed,45,6,270,1540,331.4,422.79,0.78
12/8/2017,LH,Yes,Skills,90,7,630,,,,
12/8/2017,LH,Yes,Strength,80,8,640,,,,
12/8/2017,NL,Yes,Speed,40,3,120,480,164.3,269.18,0.61
12/8/2017,NL,Yes,Skills,90,4,360,,,,
12/8/2017,RE,Yes,Speed,30,3,90,1230,670.7,546.75,1.23
12/8/2017,RE,Yes,Skills,90,4,360,,,,
12/8/2017,RE,Yes,Strength,120,6,720,,,,
12/8/2017,RE,Yes,Mobility/Recovery,60,1,60,,,,
12/8/2017,NR,Yes,Speed,45,4,180,840,239.3,404.07,0.59
12/8/2017,NR,Yes,Skills,75,4,300,,,,
12/8/2017,NR,Yes,Strength,90,4,360,,,,
12/8/2017,ID,Yes,Speed,45,5,225,525,165,324.29,0.51
12/8/2017,ID,Yes,Strength,75,4,300,,,,
12/8/2017,IP,Yes,Speed,45,3,135,945,381.4,257.14,1.48
12/8/2017,IP,Yes,Skills,90,5,450,,,,
12/8/2017,IP,Yes,Strength,90,4,360,,,,
12/8/2017,NE,Yes,Speed,45,3,135,1135,267.1,297.39,0.9
12/8/2017,NE,Yes,Skills,120,5,600,,,,
12/8/2017,NE,Yes,Strength,100,4,400,,,,
12/8/2017,NA,Yes,Conditioning,60,4,240,930,544.3,399.11,1.36
12/8/2017,NA,Yes,Skills,30,3,90,,,,
12/8/2017,NA,Yes,Strength,120,5,600,,,,
12/8/2017,AN,Yes,Speed,45,4,180,990,229.3,382.79,0.6
12/8/2017,AN,Yes,Skills,90,4,360,,,,
12/8/2017,AN,Yes,Strength,90,5,450,,,,
12/8/2017,ES,Yes,Speed,45,3,135,285,40.7,261.21,0.16
12/8/2017,ES,Yes,Strength,50,3,150,,,,
12/8/2017,ES,Yes,Mobility/Recovery,20,0,0,,,,
12/7/2017,MW,Yes,Speed,40,3,120,570,105,303.25,0.35
12/7/2017,MW,Yes,Skills,90,5,450,,,,
12/7/2017,RE,Yes,Speed,30,3,90,1290,495,502.82,0.98
12/7/2017,RE,Yes,Skills,60,3,180,,,,
12/7/2017,RE,Yes,Strength,120,8,960,,,,
12/7/2017,RE,Yes,Mobility/Recovery,30,2,60,,,,
12/7/2017,HO,Yes,Speed,45,4,180,630,109.3,349.61,0.31
12/7/2017,HO,Yes,Skills,90,5,450,,,,
12/7/2017,HO,Yes,Mobility/Recovery,30,0,0,,,,
12/7/2017,AA,Yes,Skills,90,5,450,450,64.3,195.89,0.33
12/7/2017,NA,Yes,Speed,40,4,160,520,117.1,269.32,0.43
12/7/2017,NA,Yes,Skills,90,4,360,,,,
12/7/2017,LH,Yes,Speed,45,4,180,540,111.4,367.79,0.3
12/7/2017,LH,Yes,Skills,90,4,360,,,,
12/7/2017,IP,Yes,Speed,30,3,90,540,246.4,223.39,1.1
12/7/2017,IP,Yes,Skills,90,5,450,,,,
12/7/2017,TM,Yes,Speed,30,4,120,585,255,221.07,1.15
12/7/2017,TM,Yes,Skills,30,0.5,15,,,,
12/7/2017,TM,Yes,Strength,90,5,450,,,,
12/7/2017,NA,Yes,Speed,60,1,60,1340,411.4,365.89,1.12
12/7/2017,NA,Yes,Skills,20,1,20,,,,
12/7/2017,NA,Yes,Strength,180,7,1260,,,,
12/7/2017,NR,Yes,Speed,40,4,160,535,119.3,374.07,0.32
12/7/2017,NR,Yes,Skills,75,5,375,,,,
12/7/2017,TN,Yes,Speed,45,4,180,630,124.3,371.79,0.33
12/7/2017,TN,Yes,Skills,90,5,450,,,,
12/7/2017,NE,Yes,Speed,40,3,120,570,105,256.86,0.41
12/7/2017,NE,Yes,Skills,90,5,450,,,,
12/7/2017,ID,Yes,Speed,45,3,135,435,90,305.54,0.29
12/7/2017,ID,Yes,Skills,75,4,300,,,,
12/7/2017,NL,Yes,Speed,40,3,120,480,95.7,252.04,0.38
12/7/2017,NL,Yes,Skills,90,4,360,,,,
12/7/2017,AN,Yes,Speed,60,3,180,420,60,340.46,0.18
12/7/2017,AN,Yes,Skills,60,4,240,,,,
12/7/2017,TS,Yes,Speed,50,3,150,420,225.7,259.64,0.87
12/7/2017,TS,Yes,Skills,90,3,270,,,,
12/7/2017,ES,No,,,,,,,284.25,
12/6/2017,RE,Yes,Mobility/Recovery,75,2,150,510,557.1,498.54,1.12
12/6/2017,RE,Yes,Strength,90,4,360,,,,
12/6/2017,HO,Yes,Mobility/Recovery,30,0,0,135,112.9,366.21,0.31
12/6/2017,HO,Yes,Strength,45,3,135,,,,
12/6/2017,TN,Yes,Strength,60,4,240,240,194.3,422.14,0.46
12/6/2017,NA,Yes,Mobility/Recovery,30,1,30,30,299.3,333.04,0.9
12/6/2017,NA,Yes,Strength,60,5,300,300,42.9,307.89,0.14
12/6/2017,NL,Yes,Mobility/Recovery,20,0.5,10,190,93.1,265.96,0.35
12/6/2017,NL,Yes,Strength,60,3,180,,,,
12/6/2017,ID,Yes,Mobility/Recovery,30,0.5,15,195,222.9,358.21,0.62
12/6/2017,ID,Yes,Strength,60,3,180,,,,
12/6/2017,NR,Yes,Strength,60,4,240,300,197.1,423.71,0.47
12/6/2017,NR,Yes,Mobility/Recovery,30,2,60,,,,
12/6/2017,TS,Yes,Mobility/Recovery,40,2,80,180,314.3,293.57,1.07
12/6/2017,TS,Yes,Strength,50,2,100,,,,
12/6/2017,LH,Yes,Mobility/Recovery,30,2,60,240,131.4,430.64,0.31
12/6/2017,LH,Yes,Strength,45,4,180,,,,
12/6/2017,IP,Yes,Mobility/Recovery,30,2,60,150,169.3,241.61,0.7
12/6/2017,IP,Yes,Strength,30,3,90,,,,
12/6/2017,NE,Yes,Mobility/Recovery,30,1,30,165,23.6,283.64,0.08
12/6/2017,NE,Yes,Strength,45,3,135,,,,
12/6/2017,AN,Yes,Mobility/Recovery,30,2,60,195,222.1,407.61,0.54
12/6/2017,AN,Yes,Strength,45,3,135,,,,
12/6/2017,TS,Yes,Skills,60,3,180,400,288.6,287.14,1.01
12/6/2017,TS,Yes,Conditioning,55,4,220,,,,
12/6/2017,ES,No,,,,,,92.1,318.89,0.29
12/6/2017,MW,Yes,Mobility/Recovery,30,1,30,165,81.4,353.61,0.23
12/6/2017,MW,Yes,Strength,45,3,135,,,,
12/5/2017,NL,No,,,,,,158.9,279.54,0.57
12/5/2017,MW,No,,,,,,162.3,347.71,0.47
12/5/2017,HO,Yes,Mobility/Recovery,30,0,0,0,181.7,385.79,0.47
12/5/2017,IP,Yes,Skills,60,3,180,540,192.9,263.57,0.73
12/5/2017,IP,Yes,Conditioning,60,6,360,,,,
12/5/2017,TN,No,,,,,,328.6,451.07,0.73
12/5/2017,NR,No,,,,,,272,449.07,0.61
12/5/2017,ID,No,,,,,,195,379.82,0.51
12/5/2017,RE,Yes,Conditioning,30,9,270,645,615,509.79,1.21
12/5/2017,RE,Yes,Strength,90,4,360,,,,
12/5/2017,RE,Yes,Mobility/Recovery,30,0.5,15,,,,
12/5/2017,AN,No,,,,,,314,426.71,0.74
12/5/2017,TM,Yes,Conditioning,45,4,180,630,252.9,244.11,1.04
12/5/2017,TM,Yes,Strength,90,5,450,,,,
12/5/2017,NA,Yes,Conditioning,50,2,100,835,459.3,353.75,1.3
12/5/2017,NA,Yes,Skills,45,3,135,,,,
12/5/2017,NA,Yes,Strength,120,5,600,,,,
12/5/2017,LH,No,,,,,,209.7,456.18,0.46
12/5/2017,AA,No,,,,,,106.4,253.75,0.42
12/4/2017,RE,Yes,Speed,30,3,90,1020,567.9,504.43,1.13
12/4/2017,RE,Yes,Skills,45,3,135,,,,
12/4/2017,RE,Yes,Strength,120,6,720,,,,
12/4/2017,RE,Yes,Mobility/Recovery,75,1,75,,,,
12/4/2017,HO,No,,,,,,258.9,396.5,0.65
12/4/2017,TM,Yes,Conditioning,30,4,120,570,165,222.68,0.74
12/4/2017,TM,Yes,Strength,90,5,450,,,,
12/4/2017,MW,No,,,,,,196.6,353.07,0.56
12/4/2017,ID,No,,,,,,229.3,390.54,0.59
12/4/2017,NL,No,,,,,,210.3,280.61,0.75
12/4/2017,TN,No,,,,,,380,463.93,0.82
12/4/2017,IP,Yes,Speed,40,3,120,495,115.7,251.79,0.46
12/4/2017,IP,Yes,Skills,45,3,135,,,,
12/4/2017,IP,Yes,Strength,60,4,240,,,,
12/4/2017,ES,No,,,,,,210.6,335.5,0.63
12/4/2017,NA,No,,,,,,78,337.54,0.23
12/4/2017,NR,No,,,,,,325.6,463,0.7
12/4/2017,LH,No,,,,,,297.6,469.04,0.63
12/4/2017,NA,Yes,Conditioning,45,3,135,675,340,323.93,1.05
12/4/2017,NA,Yes,Skills,30,2,60,,,,
12/4/2017,NA,Yes,Strength,120,4,480,,,,
12/4/2017,TS,Yes,Speed,90,3,270,580,231.4,277.86,0.83
12/4/2017,TS,Yes,Skills,50,2,100,,,,
12/4/2017,TS,Yes,Strength,70,3,210,,,,
12/4/2017,AA,No,,,,,,132.1,260.71,0.51
12/3/2017,AA,No,,,,,,132.1,280.54,0.47
12/3/2017,HO,No,,,,,,258.9,402.39,0.64
12/3/2017,TN,No,,,,,,380,494.46,0.77
12/3/2017,NA,No,,,,,,338.6,314.82,1.08
12/3/2017,NL,No,,,,,,210.3,309.54,0.68
12/3/2017,NR,No,,,,,,325.6,500.5,0.65
12/3/2017,TS,No,,,,,,148.6,285,0.52
12/3/2017,LH,No,,,,,,301.9,498.68,0.61
12/3/2017,RE,No,,,,,,518.6,489.79,1.06
12/3/2017,TM,No,,,,,,170.7,218.39,0.78
12/3/2017,ID,No,,,,,,229.3,421.43,0.54
12/3/2017,NA,No,,,,,,338.6,314.82,1.08
12/3/2017,ES,No,,,,,,210.6,366.04,0.58
12/2/2017,NA,No,,,,,,455.7,352.86,1.29
12/2/2017,NL,No,,,,,,300.3,324.54,0.93
12/2/2017,AN,No,,,,,,374,510.64,0.73
12/2/2017,NR,No,,,,,,359.9,533.71,0.67
12/2/2017,TN,No,,,,,,457.1,534.64,0.85
12/2/2017,LH,No,,,,,,387.6,537.61,0.72
12/2/2017,TS,No,,,,,,148.6,312.86,0.47
12/2/2017,HO,No,,,,,,323.1,436.14,0.74
12/2/2017,RE,No,,,,,,548.6,519.79,1.06
12/2/2017,TM,No,,,,,,256.4,218.39,1.17
12/2/2017,ID,No,,,,,,229.3,421.43,0.54
12/2/2017,AA,No,,,,,,132.1,305.71,0.43
12/1/2017,HO,Yes,Skills,90,5,450,655,383.1,436.14,0.88
12/1/2017,HO,Yes,Mobility/Recovery,20,0,0,,,,
12/1/2017,HO,Yes,Game,7,7,49,,,,
12/1/2017,HO,Yes,Game,7,8,56,,,,
12/1/2017,HO,Yes,Game,10,10,100,,,,
12/1/2017,TN,Yes,Game,40,10,400,1120,534.3,534.64,1
12/1/2017,TN,Yes,Game,40,9,360,,,,
12/1/2017,ES,Yes,Skills,75,5,375,645,287.7,366.04,0.79
12/1/2017,ES,Yes,Game,10,10,100,,,,
12/1/2017,ES,Yes,Game,7,10,70,,,,
12/1/2017,ES,Yes,Game,10,10,100,,,,
12/1/2017,AN,Yes,Game,48,10,480,1360,425.4,510.64,0.83
12/1/2017,AN,Yes,Game,45,10,450,,,,
12/1/2017,AN,Yes,Game,43,10,430,,,,
12/1/2017,ID,Yes,Game,50,10,500,1365,289.3,421.43,0.69
12/1/2017,ID,Yes,Game,45,9,405,,,,
12/1/2017,ID,Yes,Game,45,10,450,,,,
12/1/2017,ID,Yes,Mobility/Recovery,20,0.5,10,,,,
12/1/2017,NR,Yes,Game,42,9,378,1080,402.7,533.71,0.75
12/1/2017,NR,Yes,Game,38,9,342,,,,
12/1/2017,NR,Yes,Game,40,9,360,,,,
12/1/2017,RE,Yes,Speed,45,3,135,1725,548.6,519.79,1.06
12/1/2017,RE,Yes,Skills,60,4,240,,,,
12/1/2017,RE,Yes,Conditioning,40,9,360,,,,
12/1/2017,RE,Yes,Strength,120,8,960,,,,
12/1/2017,RE,Yes,Mobility/Recovery,30,1,30,,,,
12/1/2017,TM,Yes,Conditioning,30,4,120,570,256.4,218.39,1.17
12/1/2017,TM,Yes,Strength,90,5,450,,,,
12/1/2017,TS,Yes,Speed,90,4,360,1040,148.6,312.86,0.47
12/1/2017,TS,Yes,Skills,90,3,270,,,,
12/1/2017,TS,Yes,Conditioning,30,7,210,,,,
12/1/2017,TS,Yes,Strength,50,4,200,,,,
12/1/2017,NA,Yes,Conditioning,60,3,180,555,455.7,352.86,1.29
12/1/2017,NA,Yes,Strength,75,5,375,,,,
12/1/2017,NL,Yes,Game,30,5,150,462,339.6,324.54,1.05
12/1/2017,NL,Yes,Game,32,6,192,,,,
12/1/2017,NL,Yes,Game,30,4,120,,,,
12/1/2017,LH,Yes,Game,32,9,288,680,472.6,537.61,0.88
12/1/2017,LH,Yes,Game,26,3,78,,,,
12/1/2017,LH,Yes,Game,33,8,264,,,,
12/1/2017,LH,Yes,Mobility/Recovery,25,2,50,,,,
12/1/2017,MW,Yes,Skills,27,5,135,405,303.7,402.18,0.76
12/1/2017,MW,Yes,Skills,30,9,270,,,,
12/1/2017,AA,Yes,Game,35,5,175,425,170.7,305.71,0.56
12/1/2017,AA,Yes,Game,30,5,150,,,,
12/1/2017,AA,Yes,Game,25,4,100,,,,
11/30/2017,RE,Yes,Speed,45,3,135,915,257.1,446.93,0.58
11/30/2017,RE,Yes,Skills,30,2,60,,,,
11/30/2017,RE,Yes,Strength,120,6,720,,,,
11/30/2017,HO,Yes,Skills,90,5,450,617,328.1,412.75,0.79
11/30/2017,HO,Yes,Mobility/Recovery,15,0,0,,,,
11/30/2017,HO,Yes,Game,5,7,35,,,,
11/30/2017,HO,Yes,Game,10,9,90,,,,
11/30/2017,HO,Yes,Game,7,6,42,,,,
11/30/2017,LH,Yes,Game,34,7,238,788,407.6,513.32,0.79
11/30/2017,LH,Yes,Game,32,7,224,,,,
11/30/2017,LH,Yes,Game,32,8,256,,,,
11/30/2017,LH,Yes,Mobility/Recovery,25,2,50,,,,
11/30/2017,LH,Yes,Mobility/Recovery,20,1,20,,,,
11/30/2017,AN,Yes,Game,40,7,280,838,256.9,462.07,0.56
11/30/2017,AN,Yes,Game,37,6,222,,,,
11/30/2017,AN,Yes,Game,42,8,336,,,,
11/30/2017,TN,Yes,Game,40,8,320,1030,407.9,494.64,0.82
11/30/2017,TN,Yes,Game,40,8,320,,,,
11/30/2017,TN,Yes,Game,40,9,360,,,,
11/30/2017,TN,Yes,Mobility/Recovery,30,1,30,,,,
11/30/2017,AA,Yes,Game,35,3,105,320,127.1,290.54,0.44
11/30/2017,AA,Yes,Game,25,3,75,,,,
11/30/2017,AA,Yes,Game,35,4,140,,,,
11/30/2017,NE,Yes,Game,32,5,160,632,236,381.14,0.62
11/30/2017,NE,Yes,Game,39,8,312,,,,
11/30/2017,NE,Yes,Game,32,5,160,,,,
11/30/2017,NR,Yes,Game,39,8,312,824,274.1,495.14,0.55
11/30/2017,NR,Yes,Game,32,8,256,,,,
11/30/2017,ES,Yes,Skills,75,5,375,529,218.4,373.36,0.58
11/30/2017,ES,Yes,Game,7,7,49,,,,
11/30/2017,ES,Yes,Game,7,5,35,,,,
11/30/2017,ES,Yes,Game,7,10,70,,,,
11/30/2017,TN,No,Conditioning,30,5,150,150,260.7,457.86,0.57
11/30/2017,NA,Yes,Conditioning,60,4,240,1150,376.4,333.04,1.13
11/30/2017,NA,Yes,Skills,35,2,70,,,,
11/30/2017,NA,Yes,Strength,120,7,840,,,,
11/30/2017,IP,Yes,Speed,30,3,90,315,92.1,285,0.32
11/30/2017,IP,Yes,Skills,30,3,90,,,,
11/30/2017,IP,Yes,Strength,45,3,135,,,,
11/30/2017,NL,Yes,Game,32,5,160,650,295,308.04,0.96
11/30/2017,NL,Yes,Game,34,7,238,,,,
11/30/2017,NL,Yes,Game,36,7,252,,,,
11/30/2017,NA,Yes,Game,26,6,156,186,208,372.18,0.56
11/30/2017,NA,Yes,Mobility/Recovery,30,1,30,,,,
11/30/2017,MW,Yes,Game,27,9,243,731,297.3,387.71,0.77
11/30/2017,MW,Yes,Game,32,8,256,,,,
11/30/2017,MW,Yes,Game,29,8,232,,,,
11/29/2017,RE,Yes,Mobility/Recovery,30,0.5,15,315,215.7,454.43,0.47
11/29/2017,RE,Yes,Mobility/Recovery,30,2,60,,,,
11/29/2017,RE,Yes,Strength,60,4,240,,,,
11/29/2017,AN,Yes,Skills,60,4,240,240,137.1,466.96,0.29
11/29/2017,MW,Yes,Skills,60,4,240,240,192.9,401.79,0.48
11/29/2017,HO,Yes,Skills,90,6,540,540,240,430.18,0.56
11/29/2017,HO,Yes,Mobility/Recovery,50,0,0,,,,
11/29/2017,LH,Yes,Skills,75,7,525,615,295,531.25,0.56
11/29/2017,LH,Yes,Mobility/Recovery,45,2,90,,,,
11/29/2017,ES,Yes,Skills,60,5,300,300,142.9,354.46,0.4
11/29/2017,ES,Yes,Mobility/Recovery,30,0,0,,,,
11/29/2017,ID,Yes,Skills,60,4,240,240,121.4,399.46,0.3
11/29/2017,TN,Yes,Skills,60,6,360,360,239.3,457.86,0.52
11/29/2017,TM,Yes,Mobility/Recovery,30,0.5,15,15,175,198.04,0.88
11/29/2017,NR,Yes,Skills,75,5,375,375,156.4,496.25,0.32
11/29/2017,NA,No,,,,,,293.6,313.75,0.94
11/29/2017,NL,Yes,Skills,60,6,360,360,202.1,284.82,0.71
11/29/2017,NA,Yes,Skills,90,4,360,360,181.4,365.54,0.5
11/29/2017,AA,Yes,Skills,60,3,180,180,81.4,303.21,0.27
11/28/2017,RE,Yes,Conditioning,45,8,360,675,170.7,463.54,0.37
11/28/2017,RE,Yes,Skills,15,3,45,,,,
11/28/2017,RE,Yes,Strength,60,4,240,,,,
11/28/2017,RE,Yes,Mobility/Recovery,30,1,30,,,,
